,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
526,,,,,,,,,,,,,"[(357.1200256347656, 113.76000213623047), (347.0400085449219, 113.76000213623047)]","[(348.0, 109.20000457763672), (337.20001220703125, 109.20000457763672)]",
527,,,,,,,,,,,,,"[(555.8400268554688, 167.04000854492188), (551.52001953125, 167.04000854492188)]","[(555.8400268554688, 165.60000610351562), (551.52001953125, 165.60000610351562)]","[(557.280029296875, 168.48001098632812), (552.9600219726562, 168.48001098632812)]"
528,,,,,,,,,,,,,"[(554.4000244140625, 149.760009765625), (550.0800170898438, 148.32000732421875)]","[(554.4000244140625, 146.8800048828125), (550.0800170898438, 146.8800048828125)]","[(555.8400268554688, 148.32000732421875), (551.52001953125, 148.32000732421875)]"
529,,,,,,,,,,,,,"[(554.4000244140625, 174.24000549316406), (548.6400146484375, 174.24000549316406)]","[(554.4000244140625, 172.8000030517578), (548.6400146484375, 172.8000030517578)]",
530,,,,,,,,,,,,,"[(493.9200134277344, 182.8800048828125), (485.280029296875, 182.8800048828125)]","[(492.4800109863281, 181.44000244140625), (482.4000244140625, 181.44000244140625)]",
531,,,,,,,,,,,,,"[(492.4800109863281, 128.16000366210938), (485.280029296875, 126.72000122070312)]","[(491.0400085449219, 125.2800064086914), (482.4000244140625, 123.84000396728516)]","[(489.6000061035156, 126.72000122070312), (480.96002197265625, 125.2800064086914)]"
532,,,,,,,,,,,,,"[(561.6000366210938, 156.9600067138672), (558.7200317382812, 156.9600067138672)]","[(561.6000366210938, 155.52000427246094), (558.7200317382812, 154.0800018310547)]",
533,,,,,,,,,,,,,"[(312.4800109863281, 236.16000366210938), (283.39202880859375, 235.00802612304688)]","[(290.30401611328125, 238.46401977539062), (215.65443420410156, 238.4640350341797)]",
534,,,,,,,,,,,,,"[(343.8720397949219, 114.04801177978516), (333.5040283203125, 114.04801177978516)]","[(338.6880187988281, 110.59201049804688), (326.592041015625, 110.59201049804688)]",
535,,,,,,,,,,,,,"[(447.5520324707031, 115.77600860595703), (438.91204833984375, 115.77600860595703)]","[(445.82403564453125, 112.32000732421875), (437.1840515136719, 112.32000732421875)]","[(444.0960388183594, 114.04801177978516), (435.4560546875, 114.04801177978516)]"
536,,,,,,,,,,,,,"[(494.2080383300781, 183.1680145263672), (483.8400573730469, 183.1680145263672)]","[(490.7520446777344, 181.4400177001953), (480.384033203125, 181.4400177001953)]",
537,,,,,,,,,,,,,"[(355.9680480957031, 114.04801177978516), (345.60003662109375, 114.04801177978516)]","[(350.7840270996094, 110.59201049804688), (340.4160461425781, 110.59201049804688)]","[(345.60003662109375, 110.59201049804688), (335.2320251464844, 110.59201049804688)]"
538,,,,,,,,,,,,,"[(514.9440307617188, 184.89601135253906), (504.5760498046875, 183.1680145263672)]","[(513.216064453125, 183.1680145263672), (502.8480529785156, 183.1680145263672)]",
539,,,,,,,,,,,,,"[(138.24002075195312, 67.39200592041016), (115.77600860595703, 69.12001037597656)]","[(112.32000732421875, 58.75200653076172), (89.85601043701172, 58.75200653076172)]",
540,,,,,,,,,,,,,"[(126.48961639404297, 109.90081787109375), (103.68000793457031, 110.59201049804688)]","[(99.5328140258789, 103.68001556396484), (74.64961242675781, 103.68001556396484)]","[(68.4288101196289, 101.60641479492188), (42.0, 102.00000762939453)]"
541,,,,,,,,,,,,,"[(356.65924072265625, 111.97441864013672), (346.291259765625, 111.97441864013672)]","[(350.4384460449219, 109.90081787109375), (340.0704345703125, 109.90081787109375)]","[(344.2176513671875, 109.90081787109375), (333.8496398925781, 109.90081787109375)]"
542,,,,,,,,,,,,,"[(134.7840118408203, 126.48961639404297), (111.97441864013672, 126.48961639404297)]","[(107.82721710205078, 122.34241485595703), (85.01760864257812, 122.34241485595703)]",
543,,,,,,,,,,,,,"[(317.2608337402344, 236.3904266357422), (288.64520263671875, 236.3904571533203)]","[(296.1101379394531, 238.8787841796875), (266.25030517578125, 238.8787841796875)]","[(273.71527099609375, 246.34373474121094), (241.36709594726562, 246.34373474121094)]"
544,,,,,,,,,,,,,"[(405.59625244140625, 179.15908813476562), (395.6429748535156, 179.15908813476562)]","[(400.61962890625, 176.67076110839844), (388.1780090332031, 176.67076110839844)]",
545,,,,,,,,,,,,,"[(316.0167236328125, 236.3904571533203), (286.654541015625, 235.89279174804688)]","[(295.61248779296875, 238.8787841796875), (262.76666259765625, 238.8787841796875)]",
546,,,,,,,,,,,,,"[(495.1758117675781, 194.08900451660156), (485.2225036621094, 194.08900451660156)]","[(492.6874694824219, 191.60069274902344), (482.73419189453125, 191.60069274902344)]",
547,,,,,,,,,,,,,"[(471.78558349609375, 173.18711853027344), (462.82763671875, 173.18711853027344)]","[(468.79962158203125, 173.18711853027344), (456.8556823730469, 173.18711853027344)]",
548,,,,,,,,,,,,,"[(501.64544677734375, 191.10302734375), (492.6875, 191.10302734375)]","[(498.6594543457031, 191.10302734375), (489.7015075683594, 191.10302734375)]",
549,,,,,,,,,,,,,"[(259.7806701660156, 262.76666259765625), (226.93484497070312, 262.76666259765625)]","[(229.92083740234375, 268.7386474609375), (194.08901977539062, 268.7386474609375)]",
550,,,,,,,,,,,,,"[(128.3973388671875, 110.48143768310547), (107.49545288085938, 110.48143768310547)]","[(101.52348327636719, 104.50946807861328), (77.137939453125, 104.50946807861328)]",
551,,,,,,,,,,,,,"[(677.2213745117188, 139.7440948486328), (670.0549926757812, 139.7440948486328)]","[(680.8045654296875, 139.7440948486328), (673.63818359375, 139.7440948486328)]","[(680.8045654296875, 139.7440948486328), (677.2213745117188, 139.7440948486328)]"
552,,,,,,,,,,,,,,"[(337.0, 110.0), (326.0, 110.0)]","[(331.0, 111.0), (320.0, 111.0)]"
553,,,,,,,,,,,,,,"[(338.0, 112.0), (327.0, 112.0)]","[(332.0, 113.0), (320.0, 113.0)]"
554,,,,,,,,,,,,,,"[(821.0, 90.0), (802.0800170898438, 89.2800064086914)]","[(831.6000366210938, 90.0), (813.6000366210938, 88.80000305175781)]"
555,,,,,,,,,,,,,,"[(265.0, 237.0), (231.0, 237.0)]","[(234.00001525878906, 244.8000030517578), (196.8000030517578, 244.8000030517578)]"
556,,,,,,,,,,,,,,"[(460.0, 151.0), (452.0, 150.0)]","[(458.0, 153.0), (450.0, 152.0)]"
557,,,,,,,,,,,,,,"[(522.0, 137.0), (515.0, 137.0)]","[(522.0, 140.0), (515.0, 140.0)]"
558,,,,,,,,,,,,,,"[(515.0, 167.0), (507.0, 166.0)]","[(512.0, 169.0), (507.6000061035156, 169.20001220703125)]"
559,,,,,,,,,,,,,,"[(528.0, 167.0), (523.2000122070312, 166.8000030517578)]","[(528.0, 170.0), (523.2000122070312, 169.20001220703125)]"
560,,,,,,,,,,,,,,"[(679.0, 145.0), (673.0, 145.0)]","[(681.6000366210938, 147.60000610351562), (675.6000366210938, 146.40000915527344)]"
561,,,,,,,,,,,,,,"[(270.0, 140.40000915527344), (247.20001220703125, 139.20001220703125)]","[(256.32000732421875, 136.8000030517578), (231.8400115966797, 136.8000030517578)]"
562,,,,,,,,,,,,,,"[(352.8000183105469, 110.4000015258789), (342.0, 110.4000015258789)]","[(348.0, 111.60000610351562), (336.0, 112.80000305175781)]"
563,,,,,,,,,,,,,,"[(218.40000915527344, 261.6000061035156), (183.60000610351562, 260.4000244140625)]","[(183.60000610351562, 271.20001220703125), (144.0, 271.20001220703125)]"
564,,,,,,,,,,,,,,"[(289.20001220703125, 237.60000610351562), (259.20001220703125, 237.60000610351562)]","[(264.96002197265625, 246.24000549316406), (230.40000915527344, 246.24000549316406)]"
565,,,,,,,,,,,,,,"[(538.800048828125, 170.40000915527344), (534.0, 169.20001220703125)]","[(538.800048828125, 172.8000030517578), (535.2000122070312, 172.8000030517578)]"
566,,,,,,,,,,,,,,"[(678.0, 133.20001220703125), (672.0, 133.20001220703125)]","[(680.4000244140625, 135.60000610351562), (674.4000244140625, 135.60000610351562)]"
567,,,,,,,,,,,,,,"[(433.20001220703125, 147.60000610351562), (424.8000183105469, 147.60000610351562)]","[(430.8000183105469, 150.0), (422.4000244140625, 150.0)]"
568,,,,,,,,,,,,,,"[(231.8400115966797, 267.8399963378906), (195.8400115966797, 269.2799987792969)]","[(196.9920196533203, 279.93603515625), (158.97601318359375, 281.6640319824219)]"
569,,,,,,,,,,,,,,"[(226.0800018310547, 264.96002197265625), (190.0800018310547, 264.96002197265625)]","[(191.80801391601562, 276.48004150390625), (152.0640106201172, 276.48004150390625)]"
570,,,,,,,,,,,,,,"[(501.1200256347656, 191.52000427246094), (491.0400085449219, 191.52000427246094)]","[(499.6800231933594, 194.40000915527344), (489.6000061035156, 194.40000915527344)]"
571,,,,,,,,,,,,,,"[(352.8000183105469, 109.44000244140625), (341.2799987792969, 109.44000244140625)]","[(347.0400085449219, 110.8800048828125), (335.52001953125, 110.8800048828125)]"
572,,,,,,,,,,,,,,"[(487.2960510253906, 145.15200805664062), (478.6560363769531, 143.42401123046875)]","[(485.56805419921875, 146.88002014160156), (476.92803955078125, 146.88002014160156)]"
573,,,,,,,,,,,,,,"[(262.6560363769531, 236.73602294921875), (228.0960235595703, 236.73602294921875)]","[(232.24322509765625, 244.68482971191406), (194.91842651367188, 244.68482971191406)]"
574,,,,,,,,,,,,,,"[(819.0720825195312, 88.12800598144531), (801.6000366210938, 88.80000305175781)]","[(831.1680908203125, 89.85601043701172), (814.0, 90.0)]"
575,,,,,,,,,,,,,,"[(451.008056640625, 82.94400787353516), (442.3680419921875, 84.67200469970703)]","[(449.280029296875, 84.67200469970703), (440.6400451660156, 84.67200469970703)]"
576,,,,,,,,,,,,,,"[(475.2000427246094, 124.416015625), (466.56005859375, 124.416015625)]","[(473.4720458984375, 126.14401245117188), (464.83203125, 126.14401245117188)]"
577,,,,,,,,,,,,,,"[(430.27203369140625, 148.60801696777344), (423.36004638671875, 148.60801696777344)]","[(426.8160400390625, 150.3360137939453), (418.176025390625, 150.3360137939453)]"
578,,,,,,,,,,,,,,"[(490.7520446777344, 124.416015625), (482.112060546875, 124.416015625)]","[(489.0240478515625, 126.14401245117188), (481.07525634765625, 126.48961639404297)]"
579,,,,,,,,,,,,,,"[(686.3616943359375, 72.57601165771484), (680.140869140625, 72.57601165771484)]","[(688.435302734375, 74.64961242675781), (682.2144775390625, 74.64961242675781)]"
580,,,,,,,,,,,,,,"[(452.04486083984375, 114.04801940917969), (444.0960388183594, 114.04801177978516)]","[(449.97125244140625, 116.12161254882812), (441.6768493652344, 116.12161254882812)]"
581,,,,,,,,,,,,,,"[(437.9444274902344, 109.4861068725586), (427.99114990234375, 109.4861068725586)]","[(435.45611572265625, 111.97442626953125), (425.5028076171875, 111.97442626953125)]"
582,,,,,,,,,,,,,,"[(427.99114990234375, 106.99778747558594), (420.52618408203125, 106.99778747558594)]","[(425.5028076171875, 109.4861068725586), (418.0378723144531, 109.4861068725586)]"
583,,,,,,,,,,,,,,"[(99.53282165527344, 104.50946807861328), (74.64961242675781, 103.68001556396484)]","[(68.4288101196289, 101.60641479492188), (42.0, 102.00000762939453)]"
584,,,,,,,,,,,,,,"[(404.8995361328125, 125.41136169433594), (397.7331848144531, 125.41136169433594)]","[(401.3163757324219, 125.41136169433594), (390.56683349609375, 125.41136169433594)]"
585,,,,,,,,,,,,,,"[(508.81182861328125, 182.74227905273438), (498.0622863769531, 182.74227905273438)]","[(505.2286376953125, 186.32545471191406), (494.4790954589844, 186.32545471191406)]"
